split,sample_id,crop_path,position,expected,predicted,confidence_percent
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0151_co2_2_6,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/6/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0151_co2_2_6.png,co2_2,6,8,49
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0151_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0151_co2_3_2.png,co2_3,2,6,63
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0155_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0155_co2_3_2.png,co2_3,2,6,63
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0157_co2_1_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0157_co2_1_7.png,co2_1,7,8,50
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0157_humidity_1_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0157_humidity_1_2.png,humidity_1,2,1,72
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0162_co2_1_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0162_co2_1_7.png,co2_1,7,8,50
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0162_humidity_1_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0162_humidity_1_2.png,humidity_1,2,1,74
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_co2_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_co2_2_0.png,co2_2,0,6,58
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_co2_3_2.png,co2_3,2,6,38
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_hcho_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_hcho_1_0.png,hcho_1,0,3,96
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_hcho_2_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_hcho_2_3.png,hcho_2,3,7,81
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_tvoc_1_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0181_tvoc_1_8.png,tvoc_1,8,9,88
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_co2_2_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_co2_2_1.png,co2_2,1,6,91
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_co2_3_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_co2_3_3.png,co2_3,3,9,47
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_hcho_2_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_hcho_2_2.png,hcho_2,2,5,83
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_hcho_3_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_hcho_3_9.png,hcho_3,9,5,83
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_tvoc_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_tvoc_1_0.png,tvoc_1,0,9,69
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_tvoc_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0227_tvoc_3_2.png,tvoc_3,2,9,50
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_co2_2_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_co2_2_1.png,co2_2,1,6,95
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_co2_3_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_co2_3_3.png,co2_3,3,9,40
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_hcho_2_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_hcho_2_2.png,hcho_2,2,5,80
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_tvoc_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_tvoc_1_0.png,tvoc_1,0,9,78
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_tvoc_3_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0231_tvoc_3_0.png,tvoc_3,0,9,73
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0260_hcho_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0260_hcho_2_0.png,hcho_2,0,7,72
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0260_hcho_3_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0260_hcho_3_7.png,hcho_3,7,3,59
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0262_hcho_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0262_hcho_2_0.png,hcho_2,0,7,70
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0262_hcho_3_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0262_hcho_3_7.png,hcho_3,7,3,63
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0262_tvoc_1_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0262_tvoc_1_8.png,tvoc_1,8,7,54
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_co2_0_0.png,co2_0,0,1,83
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_co2_2_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_co2_2_5.png,co2_2,5,3,58
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_hcho_2_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_hcho_2_8.png,hcho_2,8,7,77
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_hcho_3_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_hcho_3_5.png,hcho_3,5,1,81
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_tvoc_2_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_tvoc_2_9.png,tvoc_2,9,5,94
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_tvoc_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_tvoc_3_8.png,tvoc_3,8,9,81
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0340_humidity_1_0.png,humidity_1,0,1,85
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_co2_0_0.png,co2_0,0,3,19
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_co2_1_6,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/6/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_co2_1_6.png,co2_1,6,2,66
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_co2_2_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_co2_2_5.png,co2_2,5,2,92
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_co2_3_2.png,co2_3,2,9,59
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_hcho_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_hcho_0_0.png,hcho_0,0,4,37
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_hcho_3_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_hcho_3_5.png,hcho_3,5,1,43
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_tvoc_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_tvoc_0_0.png,tvoc_0,0,2,90
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_tvoc_1_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_tvoc_1_7.png,tvoc_1,7,8,38
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_tvoc_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_tvoc_3_8.png,tvoc_3,8,5,74
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_temp_0_2.png,temp_0,2,1,98
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_temp_1_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_temp_1_8.png,temp_1,8,4,21
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0342_humidity_1_0.png,humidity_1,0,2,49
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_co2_0_0.png,co2_0,0,1,71
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_co2_2_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/4/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_co2_2_4.png,co2_2,4,3,62
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_hcho_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_hcho_3_8.png,hcho_3,8,7,76
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_tvoc_2_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_tvoc_2_8.png,tvoc_2,8,5,94
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_tvoc_3_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_tvoc_3_9.png,tvoc_3,9,8,89
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0346_humidity_1_0.png,humidity_1,0,1,87
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0369_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0369_co2_0_0.png,co2_0,0,1,69
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0369_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0369_humidity_1_0.png,humidity_1,0,1,81
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_co2_0_0.png,co2_0,0,1,89
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_co2_2_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_co2_2_3.png,co2_2,3,5,61
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_co2_3_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_co2_3_0.png,co2_3,0,5,41
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_hcho_1_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_hcho_1_2.png,hcho_1,2,3,89
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_hcho_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_hcho_2_7.png,hcho_2,7,8,75
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0373_humidity_1_0.png,humidity_1,0,1,95
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0375_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0375_co2_0_0.png,co2_0,0,1,71
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0375_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0375_humidity_1_0.png,humidity_1,0,1,73
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0380_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0380_co2_0_0.png,co2_0,0,1,77
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0380_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0380_humidity_1_0.png,humidity_1,0,1,70
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0382_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0382_co2_0_0.png,co2_0,0,1,74
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0382_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0382_humidity_1_0.png,humidity_1,0,1,78
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0386_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0386_co2_0_0.png,co2_0,0,1,80
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0386_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0386_humidity_1_0.png,humidity_1,0,1,73
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0389_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0389_co2_0_0.png,co2_0,0,1,74
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0389_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0389_humidity_1_0.png,humidity_1,0,1,72
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0401_co2_2_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0401_co2_2_9.png,co2_2,9,5,52
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0401_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0401_co2_3_2.png,co2_3,2,0,49
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0401_tvoc_2_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0401_tvoc_2_8.png,tvoc_2,8,6,99
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0403_co2_2_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0403_co2_2_9.png,co2_2,9,5,55
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0403_co2_3_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0403_co2_3_7.png,co2_3,7,1,87
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0403_tvoc_2_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0403_tvoc_2_8.png,tvoc_2,8,6,98
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0416_co2_3_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0416_co2_3_5.png,co2_3,5,9,45
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0416_hcho_3_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0416_hcho_3_5.png,hcho_3,5,9,88
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0422_humidity_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0422_humidity_1_0.png,humidity_1,0,9,74
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_co2_0_0.png,co2_0,0,1,98
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_co2_1_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_co2_1_3.png,co2_1,3,5,92
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_co2_2_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_co2_2_2.png,co2_2,2,8,72
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_co2_3_2.png,co2_3,2,6,76
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_hcho_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_hcho_1_0.png,hcho_1,0,1,98
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_tvoc_1_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/4/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0440_tvoc_1_4.png,tvoc_1,4,6,64
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_co2_0_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_co2_0_0.png,co2_0,0,1,98
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_co2_1_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_co2_1_3.png,co2_1,3,5,93
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_co2_2_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_co2_2_2.png,co2_2,2,8,69
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_co2_3_2.png,co2_3,2,6,79
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_hcho_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0442_hcho_1_0.png,hcho_1,0,1,98
