sample_id,image_path,captured_at_utc,lighting_label,pipeline_cycle,width,height,bytes,sha256,device_status,device_confidence,device_co2_ppm,device_hcho_raw,device_tvoc_raw,device_temperature_c,device_humidity_percent,device_recognition_duration_ms,framesize,quality,brightness,contrast,saturation,aec,agc,awb
capture_0183,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0183.jpg,2026-06-29T10:41:47+00:00,surveillance_mounted_20260629,229,640,480,26051,708d6ff979cf1c4bd24742264edf6593d36b0175fcd2fd2f251ebd10a063779e,ok,0.39,7718,201,775,15.0,46,2464,vga,8,2,2,0,0,0,0
capture_0184,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0184.jpg,2026-06-29T10:42:00+00:00,surveillance_mounted_20260629,230,640,480,25597,91115fcaa02bca4fcbfc4136dfb06093e293f34329afcb9ff70459ca46b170e0,confidence_too_low,0.24,,,,,,2416,vga,8,2,2,0,0,0,0
capture_0185,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0185.jpg,2026-06-29T10:42:13+00:00,surveillance_mounted_20260629,231,640,480,25612,26132e5452d472352e5aca4c654bc40451b0a6d4b818f65212788e824aefebec,ok,0.3,6744,6,40,57.0,43,2461,vga,8,2,2,0,0,0,0
capture_0186,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0186.jpg,2026-06-29T10:42:26+00:00,surveillance_mounted_20260629,232,640,480,25610,57f36ddc3d1f9ed14e91901a5b6276c7bd875deeedbc5e31a2c4079b94e0e619,ok,0.45,7718,209,775,5.0,40,2573,vga,8,2,2,0,0,0,0
capture_0187,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0187.jpg,2026-06-29T10:42:38+00:00,surveillance_mounted_20260629,233,640,480,27428,4b8545f567dd680c57a8e2daa52b6a6b7f2078f4d4722d69e2b8812eb25e4c5f,ok,0.36,7717,200,775,15.0,44,2616,vga,8,2,2,0,0,0,0
capture_0188,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0188.jpg,2026-06-29T10:42:53+00:00,surveillance_mounted_20260629,234,640,480,25761,dbcb80f45360cb1ff47d1f1adecba19ec71967d0472c22f23366ff77ab770f36,ok,0.46,7718,209,770,15.0,40,2550,vga,8,2,2,0,0,0,0
capture_0189,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0189.jpg,2026-06-29T10:43:05+00:00,surveillance_mounted_20260629,235,640,480,25486,251e87514025f59ae7bb07ac8b43856bb2be9ebd0822d860f96d7b68ea211046,ok,0.31,6744,3,47,57.0,43,2476,vga,8,2,2,0,0,0,0
capture_0190,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0190.jpg,2026-06-29T10:43:17+00:00,surveillance_mounted_20260629,236,640,480,26971,b033702a8a08124a9f14a585989f1322ad0cdd792c87d88f68fcaf33eecfdb86,ok,0.34,2717,1,575,45.0,40,2606,vga,8,2,2,0,0,0,0
capture_0191,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0191.jpg,2026-06-29T10:43:33+00:00,surveillance_mounted_20260629,237,640,480,25702,62d2397962617baeedb6b0cdfe8e898a0aa9f89e2b4c127a44de80b9e7366af5,ok,0.39,7712,3,770,15.0,40,2505,vga,8,2,2,0,0,0,0
capture_0192,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0192.jpg,2026-06-29T10:43:40+00:00,surveillance_mounted_20260629,238,640,480,26667,b8a8f3faabf0020109336078d2e5279d1275f14f54f4dd32ce98fd79e5fdea77,ok,0.31,6757,6,41,57.0,43,2418,vga,8,2,2,0,0,0,0
capture_0193,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0193.jpg,2026-06-29T10:43:53+00:00,surveillance_mounted_20260629,239,640,480,25525,419de1deec140fd04dcf6a56de1c441af44dd7888db0dac9a013ac7a4bbd91c3,ok,0.31,6744,0,40,57.0,43,2402,vga,8,2,2,0,0,0,0
capture_0194,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0194.jpg,2026-06-29T10:44:05+00:00,surveillance_mounted_20260629,240,640,480,25654,394c447146b0b717e29f4b9d77315e275ced1cbc671fb86c5b4f576a00ca6164,ok,0.32,6749,3,40,57.0,43,2579,vga,8,2,2,0,0,0,0
capture_0195,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0195.jpg,2026-06-29T10:44:18+00:00,surveillance_mounted_20260629,241,640,480,25642,7ebb41b179cd494dec3ecbd1d2182acbe69cc98699d47845c54d809b4bccd660,ok,0.49,7718,209,775,15.0,44,2464,vga,8,2,2,0,0,0,0
capture_0196,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0196.jpg,2026-06-29T10:44:31+00:00,surveillance_mounted_20260629,242,640,480,25482,23ef48d0f88c45b0f16bc323a6854f8301812b7d466fecb3a900b2aadb1255ca,ok,0.39,7717,200,775,15.0,40,2500,vga,8,2,2,0,0,0,0
capture_0197,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0197.jpg,2026-06-29T10:44:44+00:00,surveillance_mounted_20260629,243,640,480,30040,0d729f13d9f4e1f0deb97bc945abf69d5d2f1c6ee4fdbc3ec10a23f189e1eb56,ok,0.31,2717,3,550,45.0,45,2592,vga,8,2,2,0,0,0,0
capture_0198,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0198.jpg,2026-06-29T10:44:56+00:00,surveillance_mounted_20260629,244,640,480,26028,a60cd1ef16a88c1e889a9b1a3803b8d6b11cd58d468e26dced3287132cbf1896,ok,0.32,7717,200,770,15.0,44,2597,vga,8,2,2,0,0,0,0
capture_0199,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0199.jpg,2026-06-29T10:45:08+00:00,surveillance_mounted_20260629,245,640,480,26180,f914a86125c46627d21d8f6749b1f486dada0ffe5db52bb83f987658e231eccd,ok,0.49,7717,200,775,15.0,40,2441,vga,8,2,2,0,0,0,0
capture_0200,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0200.jpg,2026-06-29T10:45:21+00:00,surveillance_mounted_20260629,246,640,480,26362,b164ca1803c9dbfc954a184d7ded2bc8a672d63e69e7ce6dbe8f1cc711161164,confidence_too_low,0.25,,,,,,2500,vga,8,2,2,0,0,0,0
capture_0201,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0201.jpg,2026-06-29T10:45:33+00:00,surveillance_mounted_20260629,247,640,480,25579,41a088173a41f333c9524bf734be585962bda8b66dcc29f7e3d219ddeeca0af0,ok,0.33,6749,3,40,57.0,41,2529,vga,8,2,2,0,0,0,0
capture_0202,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0202.jpg,2026-06-29T10:45:47+00:00,surveillance_mounted_20260629,248,640,480,27407,89da001ff51415641b73877619c36d0b07d895e75cc98aa89ee082611a678003,ok,0.33,48,17,552,45.0,2,2669,vga,8,2,2,0,0,0,0
capture_0203,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0203.jpg,2026-06-29T10:45:58+00:00,surveillance_mounted_20260629,249,640,480,25623,32171d2da2ca42b7dfefe8637ab2ed7d0390540fd11876cb81f18fb7b284b8c7,ok,0.45,7717,200,775,15.0,40,2455,vga,8,2,2,0,0,0,0
capture_0204,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0204.jpg,2026-06-29T10:46:11+00:00,surveillance_mounted_20260629,250,640,480,25615,e4e3ead9c795ecefc5289bf027f2f08390a38bb5aae6393eb3ec64a10e165840,confidence_too_low,0.27,,,,,,2405,vga,8,2,2,0,0,0,0
capture_0205,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0205.jpg,2026-06-29T10:46:23+00:00,surveillance_mounted_20260629,251,640,480,25632,d5a07620758fae12e9f7cea2b9eb6f57c6d05fe6b2cd21803b11240cf9bc9441,confidence_too_low,0.29,,,,,,2478,vga,8,2,2,0,0,0,0
capture_0206,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0206.jpg,2026-06-29T10:46:36+00:00,surveillance_mounted_20260629,252,640,480,25556,64968d1c313fa8ecec5cbb3a2c63bc69ca941cf90895be2ab7a84ce1541ef220,ok,0.47,7712,203,770,5.0,44,2668,vga,8,2,2,0,0,0,0
capture_0207,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0207.jpg,2026-06-29T10:46:49+00:00,surveillance_mounted_20260629,253,640,480,26267,371cba88b02731915a010c63d4cb23c91b0f6c5a3ab2ab7c91e0f0eed9dc8fd9,confidence_too_low,0.28,,,,,,2563,vga,8,2,2,0,0,0,0
capture_0208,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0208.jpg,2026-06-29T10:47:00+00:00,surveillance_mounted_20260629,254,640,480,26622,798ebba7dc035eba67b79ee7c556bb7bf9617323ba5180a40864f32cc58c93de,confidence_too_low,0.24,,,,,,2437,vga,8,2,2,0,0,0,0
capture_0209,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0209.jpg,2026-06-29T10:47:14+00:00,surveillance_mounted_20260629,255,640,480,25726,118b1aa9c5d636e76bff51e44a08a935541d03ce43f9208793edffb90d42cad0,ok,0.3,549,80,20,58.0,41,2480,vga,8,2,2,0,0,0,0
capture_0210,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0210.jpg,2026-06-29T10:47:26+00:00,surveillance_mounted_20260629,256,640,480,25647,a2adb5037787cc9e98972d51b370064b444bf29eed6cbb0a22f77e897cbcad74,confidence_too_low,0.29,,,,,,2515,vga,8,2,2,0,0,0,0
capture_0211,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0211.jpg,2026-06-29T10:47:38+00:00,surveillance_mounted_20260629,257,640,480,25793,f41aa7323c13a1940eb8572c7ecc22d0636f7a0a97cd2a7cd02b30fcb4b8213e,ok,0.38,7717,200,775,15.0,40,2593,vga,8,2,2,0,0,0,0
capture_0212,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0212.jpg,2026-06-29T10:47:50+00:00,surveillance_mounted_20260629,258,640,480,27339,d19f4430c208c1354034961ebc127549dc19dbfeb1cea57d052d225f93a589f9,ok,0.31,6749,6,40,57.0,41,2415,vga,8,2,2,0,0,0,0
capture_0213,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0213.jpg,2026-06-29T10:48:03+00:00,surveillance_mounted_20260629,259,640,480,25642,d59cd40d5ce7bb7cc57c0f7290943e8ba5288366511f281cecd9c9736e10bc52,ok,0.37,7727,1,870,15.0,44,2446,vga,8,2,2,0,0,0,0
capture_0214,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0214.jpg,2026-06-29T10:48:16+00:00,surveillance_mounted_20260629,260,640,480,25546,bccc90ad74e66f9fbf96599edda7b773969f72ee5879a4deb32cdda74d559939,ok,0.37,572,80,0,58.0,41,2685,vga,8,2,2,0,0,0,0
capture_0215,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0215.jpg,2026-06-29T10:48:28+00:00,surveillance_mounted_20260629,261,640,480,27762,b17b72a5509c3d05135a58a8da4bc9f794e1b67bcd8e5a2a279d006e9f25fc4f,ok,0.4,7718,209,775,15.0,40,2511,vga,8,2,2,0,0,0,0
capture_0216,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0216.jpg,2026-06-29T10:48:41+00:00,surveillance_mounted_20260629,262,640,480,25673,5dbe0b29fe6977c6d6c5cc02bc547134110a4c76c64441fc8755c4028ac8034b,ok,0.3,7718,209,775,15.0,40,2440,vga,8,2,2,0,0,0,0
capture_0217,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0217.jpg,2026-06-29T10:48:54+00:00,surveillance_mounted_20260629,263,640,480,25745,4e1d43a54431bbf51975fd11caed42d681be01b0fa3d9ea9bfa0658042639ae4,confidence_too_low,0.29,,,,,,2457,vga,8,2,2,0,0,0,0
capture_0218,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0218.jpg,2026-06-29T10:49:06+00:00,surveillance_mounted_20260629,264,640,480,25701,d6bf17b0dc3be44cbe3a5bbd43b89cc8ec7ab079f532b3a612c82b2716ccfc9a,ok,0.4,7718,209,775,15.0,44,2554,vga,8,2,2,0,0,0,0
capture_0219,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0219.jpg,2026-06-29T10:49:18+00:00,surveillance_mounted_20260629,265,640,480,25641,5ae7b16912e3af187d127da5e6ff71f8940ff5167203fbef37a03ffacd7d03e6,ok,0.41,9128,79,772,12.0,44,2654,vga,8,2,2,0,0,0,0
capture_0220,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0220.jpg,2026-06-29T10:49:31+00:00,surveillance_mounted_20260629,266,640,480,25715,9c18e4ab7fc00b82826d80bcd992d102d225cc0ea62e21c6bf8b49ceb6509634,ok,0.38,7718,203,775,5.0,40,2453,vga,8,2,2,0,0,0,0
capture_0221,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0221.jpg,2026-06-29T10:49:43+00:00,surveillance_mounted_20260629,267,640,480,25640,2ec3881a92cc8ff27b72c5cf541a979182a5be18e991c5d86b1905e85ed1df7b,ok,0.32,2717,1,550,45.0,46,2453,vga,8,2,2,0,0,0,0
capture_0222,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0222.jpg,2026-06-29T10:49:56+00:00,surveillance_mounted_20260629,268,640,480,25593,b7843f5190eab72bdb8d30d0a4984be877615e051e5abe69d8f5d1df26334ec8,ok,0.37,7727,1,872,15.0,44,2527,vga,8,2,2,0,0,0,0
capture_0223,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0223.jpg,2026-06-29T10:50:09+00:00,surveillance_mounted_20260629,269,640,480,25695,4445aaa7418b5b9f33fe4e7751c4e6f38f123c52af062c4825d033c6da21cb4a,ok,0.32,7728,209,775,15.0,40,2631,vga,8,2,2,0,0,0,0
capture_0224,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0224.jpg,2026-06-29T10:50:21+00:00,surveillance_mounted_20260629,270,640,480,25674,5a775fb298e474e5d408c3883d7892a56551a3adecac8a875afb3b56df9cb1a2,ok,0.36,7728,209,770,15.0,44,2463,vga,8,2,2,0,0,0,0
capture_0225,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0225.jpg,2026-06-29T10:50:34+00:00,surveillance_mounted_20260629,271,640,480,25551,216e6c08e39fdbb3a3e697282ac9fbb38d8c533ed3b22a107f623a4597a560fa,value_out_of_range,0.34,,,,,,2432,vga,8,2,2,0,0,0,0
capture_0226,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0226.jpg,2026-06-29T10:50:46+00:00,surveillance_mounted_20260629,272,640,480,26274,9ed5b1ff5dd521332886b0dfac75eff19511879c2108d496563719ac70facaee,ok,0.34,2712,3,575,45.0,40,2662,vga,8,2,2,0,0,0,0
capture_0227,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0227.jpg,2026-06-29T10:50:58+00:00,surveillance_mounted_20260629,273,640,480,25625,56bb698b154d682897480025eec8a843a2863fbd13ef7759d9546b30ccbae279,ok,0.32,7717,200,775,5.0,40,2495,vga,8,2,2,0,0,0,0
capture_0228,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0228.jpg,2026-06-29T10:51:11+00:00,surveillance_mounted_20260629,274,640,480,25718,9a86363009b1f7429f089b5e844ad1bfcec64470d18161d1ec47f1f5d06a1c64,value_out_of_range,0.38,,,,,,2482,vga,8,2,2,0,0,0,0
capture_0229,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0229.jpg,2026-06-29T10:51:24+00:00,surveillance_mounted_20260629,275,640,480,25606,4cabe8f4c64ae083570cf2811c494c4560b259cb7b10947010b2d2ebb5db842a,value_out_of_range,0.32,,,,,,2441,vga,8,2,2,0,0,0,0
capture_0230,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0230.jpg,2026-06-29T10:51:36+00:00,surveillance_mounted_20260629,276,640,480,27272,ebc766d44cf1ee50575cb8ee9e633b2c3c20c079ba5778694b9542271b48fb06,ok,0.43,7717,200,770,5.0,40,2490,vga,8,2,2,0,0,0,0
capture_0231,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0231.jpg,2026-06-29T10:51:49+00:00,surveillance_mounted_20260629,277,640,480,25580,af02ef17fe066449bf3bf0e1d40c34a1c826d4597b75ab519347543c6937d56e,ok,0.36,7717,200,770,5.0,44,2538,vga,8,2,2,0,0,0,0
capture_0232,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0232.jpg,2026-06-29T10:52:02+00:00,surveillance_mounted_20260629,278,640,480,25605,4248c697caefd0a4990282ed93c0adbfd09c9ff6f5e74a01bb99acc94d384992,ok,0.36,7712,203,770,5.0,44,2644,vga,8,2,2,0,0,0,0
capture_0233,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0233.jpg,2026-06-29T10:52:14+00:00,surveillance_mounted_20260629,279,640,480,25680,d9ecf00e22d029823388275bd501bc0b42125e23907cab01d5ab740cb94e69fd,ok,0.32,6747,6,40,27.0,41,2705,vga,8,2,2,0,0,0,0
capture_0234,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0234.jpg,2026-06-29T10:52:27+00:00,surveillance_mounted_20260629,280,640,480,26360,9ce5db9d60da2e15cc5eed0280ef517e3b435c435a3d44835151468ea8f3591f,ok,0.39,7742,3,870,15.0,44,2677,vga,8,2,2,0,0,0,0
capture_0235,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0235.jpg,2026-06-29T10:52:39+00:00,surveillance_mounted_20260629,281,640,480,25971,fefc7c443ae5308aa877e5213568e716aae44e1d81c6fc222f7060b547026aa7,ok,0.37,9147,201,772,12.0,40,2462,vga,8,2,2,0,0,0,0
capture_0236,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0236.jpg,2026-06-29T10:52:52+00:00,surveillance_mounted_20260629,282,640,480,25723,003d69fe297f4b78c2c5ba85ad3939c8d292dac92a7c3bf2589c07a0323255a4,ok,0.3,572,25,20,58.0,1,2451,vga,8,2,2,0,0,0,0
capture_0237,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0237.jpg,2026-06-29T10:53:04+00:00,surveillance_mounted_20260629,283,640,480,25607,26e7334997a8548dd85050def334df098e2d399677077c540b308d72ab33669d,confidence_too_low,0.25,,,,,,2503,vga,8,2,2,0,0,0,0
capture_0238,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0238.jpg,2026-06-29T10:53:17+00:00,surveillance_mounted_20260629,284,640,480,25709,0953975a5232d43b34c8d489119759465f9a059fb794fa90dccc07399e43899e,ok,0.33,6729,872,26,18.0,7,2455,vga,8,2,2,0,0,0,0
capture_0239,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0239.jpg,2026-06-29T10:53:30+00:00,surveillance_mounted_20260629,285,640,480,25880,80e2b6f25a467f7e8bfd7464cb62438e35a613583422260d72ed0d295d238e35,ok,0.38,7747,1,772,15.0,42,2461,vga,8,2,2,0,0,0,0
capture_0240,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0240.jpg,2026-06-29T10:53:42+00:00,surveillance_mounted_20260629,286,640,480,25689,9f594599838ee8c224a908447bce976070de918b62ba1bbc068948b268308ad4,ok,0.32,6749,61,41,27.0,41,2578,vga,8,2,2,0,0,0,0
capture_0241,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0241.jpg,2026-06-29T10:53:54+00:00,surveillance_mounted_20260629,287,640,480,25524,1ae41bd256823e3869e1005f3cb6e25d2988f533bd4f8cb7689675d7fd9819e1,ok,0.36,7440,722,511,5.0,42,2623,vga,8,2,2,0,0,0,0
capture_0242,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0242.jpg,2026-06-29T10:54:10+00:00,surveillance_mounted_20260629,288,640,480,25560,b892eb7f742b1611c9f518bcf56319cf4522cec5cbc6f2b379ca5823b2eb09da,confidence_too_low,0.29,,,,,,2638,vga,8,2,2,0,0,0,0
capture_0243,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0243.jpg,2026-06-29T10:54:20+00:00,surveillance_mounted_20260629,289,640,480,25761,5cd2e05a395c5b5ab88a0f56e62a1ad0c56d8ef5c1124069058790628b4a536e,ok,0.36,59,5,0,58.0,41,2448,vga,8,2,2,0,0,0,0
capture_0244,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0244.jpg,2026-06-29T10:54:32+00:00,surveillance_mounted_20260629,290,640,480,25897,10813b873567a6cca5b31a1567bc0529377a8017aa91252129e163155e362c1d,ok,0.3,9122,244,772,42.0,40,2503,vga,8,2,2,0,0,0,0
capture_0245,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0245.jpg,2026-06-29T10:54:44+00:00,surveillance_mounted_20260629,291,640,480,25573,bccb122afef93d8e85cfb51bcdb05f37221012e196dc697d67a88589ae0ec2fe,value_out_of_range,0.34,,,,,,2409,vga,8,2,2,0,0,0,0
capture_0246,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0246.jpg,2026-06-29T10:54:57+00:00,surveillance_mounted_20260629,292,640,480,25752,7f7de3b44ecc45cc55fc8d8db4279c2f1b76f502eb51a72bc987dcb1e2143179,ok,0.34,7702,243,774,15.0,44,2398,vga,8,2,2,0,0,0,0
capture_0247,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0247.jpg,2026-06-29T10:55:09+00:00,surveillance_mounted_20260629,293,640,480,26552,96434443c82b5a302b9c10ef31470b5344eb7ced2aac8e871eaa833976daf17c,ok,0.31,7702,241,774,5.0,40,2471,vga,8,2,2,0,0,0,0
capture_0248,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0248.jpg,2026-06-29T10:55:22+00:00,surveillance_mounted_20260629,294,640,480,25828,04dddd77e94ab6138d6d2eccfbcdc39b194e45ed46146f9367aeb0645ea0836a,confidence_too_low,0.28,,,,,,2469,vga,8,2,2,0,0,0,0
capture_0249,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0249.jpg,2026-06-29T10:55:34+00:00,surveillance_mounted_20260629,295,640,480,26008,decfc386fcd186e75f4473210fab96df0b233faf8934aacdba47b6db77b50aa6,ok,0.3,2712,3,555,45.0,44,2609,vga,8,2,2,0,0,0,0
capture_0250,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0250.jpg,2026-06-29T10:55:47+00:00,surveillance_mounted_20260629,296,640,480,25841,0f57be9bcbab4017767de77cfb86eae9c08e8a95b8eb3efefcfc2b35c1a5074a,confidence_too_low,0.27,,,,,,2830,vga,8,2,2,0,0,0,0
capture_0251,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0251.jpg,2026-06-29T10:56:00+00:00,surveillance_mounted_20260629,297,640,480,27532,1011b35e7c7166a2bd3148c5376f129f782363a4fd8ae0be454620f7b11a9a88,ok,0.43,599,4,0,58.0,41,2404,vga,8,2,2,0,0,0,0
capture_0252,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0252.jpg,2026-06-29T10:56:13+00:00,surveillance_mounted_20260629,298,640,480,25598,2035952de2d8a9071144417016ec617aecf0752e395b732feeeabe3fd643a70a,ok,0.44,7712,3,771,15.0,40,2544,vga,8,2,2,0,0,0,0
capture_0253,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0253.jpg,2026-06-29T10:56:25+00:00,surveillance_mounted_20260629,299,640,480,27023,00acc598f1eae4ddf9c8e651c5b5c84698c8c41cfa6026168006c23d276e60b5,ok,0.38,7122,241,774,5.0,40,2510,vga,8,2,2,0,0,0,0
capture_0254,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0254.jpg,2026-06-29T10:56:37+00:00,surveillance_mounted_20260629,300,640,480,26369,87dc5ed55ac04c0356f47a2582283dbfd09afa7081a9593c23259dda19aa30ba,ok,0.3,22,14,551,45.0,48,2469,vga,8,2,2,0,0,0,0
capture_0255,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0255.jpg,2026-06-29T10:56:50+00:00,surveillance_mounted_20260629,301,640,480,25748,0c40663cbb59db8385c4f6416ef291538a2d9f3f5b82bc3da3d88f7d04cd4a92,ok,0.38,7712,3,770,15.0,44,2447,vga,8,2,2,0,0,0,0
capture_0256,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0256.jpg,2026-06-29T10:57:03+00:00,surveillance_mounted_20260629,302,640,480,25684,6cea13d1004bc4ae629df72aeadc49cfa02abfe2e31e51d4479e21d870106772,ok,0.39,9122,244,775,42.0,40,2408,vga,8,2,2,0,0,0,0
capture_0257,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0257.jpg,2026-06-29T10:57:15+00:00,surveillance_mounted_20260629,303,640,480,25715,94dae04fff7435899a22ba137c8cac3f0cc47413255d778c6f4e105f73dcdb0d,confidence_too_low,0.29,,,,,,2546,vga,8,2,2,0,0,0,0
capture_0258,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0258.jpg,2026-06-29T10:57:27+00:00,surveillance_mounted_20260629,304,640,480,25646,444f4428ca75ac770e2cbf427811c1129e00b17131d0a574f6cf332d661ee6e7,confidence_too_low,0.25,,,,,,2567,vga,8,2,2,0,0,0,0
capture_0259,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0259.jpg,2026-06-29T10:57:40+00:00,surveillance_mounted_20260629,305,640,480,26094,024f6a7f10eb0f18862a3c1f0d504c31ccdee52c3fd7250616baba2485bd22bd,confidence_too_low,0.26,,,,,,2674,vga,8,2,2,0,0,0,0
capture_0260,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0260.jpg,2026-06-29T10:57:52+00:00,surveillance_mounted_20260629,306,640,480,26517,e2ceb48dc93402a07dbd912841dfb2027ed480f91fe12bd70a1870a2d12c97ce,ok,0.37,9122,242,772,42.0,40,2560,vga,8,2,2,0,0,0,0
capture_0261,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0261.jpg,2026-06-29T10:58:06+00:00,surveillance_mounted_20260629,307,640,480,25957,9c5922e8680aea23b5f87227ecdbc36fbf75a47e616289d5e9619fb80ef204c4,ok,0.47,7712,3,772,15.0,40,2436,vga,8,2,2,0,0,0,0
capture_0262,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0262.jpg,2026-06-29T10:58:17+00:00,surveillance_mounted_20260629,308,640,480,25877,1fc58f18b371965b4437a264889970af31c6a5803ed50ce5bd7d7d09e0102c65,ok,0.38,9122,242,772,42.0,40,2458,vga,8,2,2,0,0,0,0
capture_0263,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0263.jpg,2026-06-29T10:58:30+00:00,surveillance_mounted_20260629,309,640,480,25890,42f82dd47015eb80bf9004c1e8d3cb1b8f2e291be5378b671dc9728f35230271,ok,0.41,9122,242,772,42.0,40,2440,vga,8,2,2,0,0,0,0
capture_0264,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0264.jpg,2026-06-29T10:58:43+00:00,surveillance_mounted_20260629,310,640,480,25571,0f871c6c9c8917defe96db51c2c9801271272a94b0f9d03f7bd19884756f8524,ok,0.42,7712,203,870,15.0,40,2424,vga,8,2,2,0,0,0,0
capture_0265,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0265.jpg,2026-06-29T10:58:57+00:00,surveillance_mounted_20260629,311,640,480,25717,209a0f084d2b06f6f49383b317c93dd23526776c26d6a8b55da55e83046e9e2e,ok,0.45,9148,202,775,42.0,40,2584,vga,8,2,2,0,0,0,0
capture_0266,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0266.jpg,2026-06-29T10:59:08+00:00,surveillance_mounted_20260629,312,640,480,25918,d7ea02be5f43ee76c8fbb660091223a7088f56f258cda0e3c60ef22f75453407,ok,0.32,6439,6,40,27.0,41,2558,vga,8,2,2,0,0,0,0
