sample_id,image_path,temperature_c,humidity_percent,co2_ppm,hcho_raw,tvoc_raw,valid,split,notes,proposal_status,model,prompt_version,labeled_at_utc,attempts,duration_seconds
capture_0369,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0369.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:36:44+00:00,1,4.3
capture_0372,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0372.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:02:50+00:00,1,4.3
capture_0375,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0375.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:03:43+00:00,1,4.3
capture_0378,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0378.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:37:15+00:00,1,4.3
capture_0380,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0380.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:02:20+00:00,1,4.3
capture_0383,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0383.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:02:46+00:00,1,4.3
capture_0386,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0386.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:05+00:00,1,4.3
capture_0389,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0389.jpg,28,45,745,0,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:01:27+00:00,1,4.3
capture_0392,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0392.jpg,28,-1,745,8,36,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:08:42+00:00,1,4.2
capture_0395,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0395.jpg,28,45,750,49,36,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:07:10+00:00,1,4.3
capture_0398,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0398.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:07:32+00:00,1,4.3
capture_0401,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0401.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:21:58+00:00,1,16.2
capture_0404,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0404.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:35:56+00:00,1,4.3
capture_0407,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0407.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:08:59+00:00,1,4.3
capture_0410,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0410.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:07:14+00:00,1,4.4
capture_0413,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0413.jpg,28,45,745,8,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:23+00:00,1,4.3
capture_0416,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0416.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:31+00:00,1,4.3
capture_0419,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0419.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:31:30+00:00,1,6.2
capture_0422,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0422.jpg,28,45,745,0,34,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:55:34+00:00,1,4.3
capture_0425,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0425.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:29:30+00:00,1,16.2
capture_0428,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0428.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:16:19+00:00,1,16.3
capture_0431,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0431.jpg,28,45,745,8,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:32:53+00:00,1,4.3
capture_0434,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0434.jpg,28,45,728,43,30,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:51:15+00:00,1,4.3
capture_0437,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0437.jpg,28,45,745,0,36,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:56:22+00:00,1,4.3
capture_0440,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0440.jpg,28,45,745,0,34,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:49:47+00:00,1,4.3
capture_0443,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0443.jpg,28,45,723,45,0,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:11:11+00:00,1,4.2
capture_0446,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0446.jpg,28,45,7,0,34,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:19:32+00:00,1,15.6
capture_0449,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0449.jpg,28,45,7,0,0,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:01:01+00:00,1,4.2
capture_0452,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0452.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:28:58+00:00,1,16.0
capture_0455,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0455.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:09:39+00:00,1,4.3
capture_0458,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0458.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:46:56+00:00,1,16.4
capture_0461,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0461.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:23:19+00:00,1,16.0
capture_0464,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0464.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:18:28+00:00,1,16.0
capture_0467,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0467.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:15:14+00:00,1,16.0
capture_0470,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0470.jpg,28,49,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:57:32+00:00,1,4.3
capture_0473,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0473.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:20:05+00:00,1,16.0
capture_0476,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0476.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:33:02+00:00,1,4.3
capture_0479,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0479.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:54:06+00:00,1,4.3
capture_0482,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0482.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:54:19+00:00,1,4.3
capture_0485,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0485.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:01:58+00:00,1,4.3
capture_0488,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0488.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:33:28+00:00,1,4.3
capture_0491,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0491.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:48:19+00:00,1,16.3
capture_0494,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0494.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:05:55+00:00,1,4.3
capture_0497,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0497.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:53:22+00:00,1,4.3
capture_0500,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0500.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:19:00+00:00,1,16.1
capture_0503,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0503.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:14+00:00,1,4.3
capture_0506,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0506.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:37:37+00:00,1,4.3
capture_0509,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0509.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:49:21+00:00,1,4.2
capture_0512,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0512.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:00:18+00:00,1,4.3
capture_0515,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0515.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:35:08+00:00,1,4.3
capture_0518,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0518.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:54:10+00:00,1,4.3
capture_0521,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0521.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:40:52+00:00,1,16.4
capture_0524,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0524.jpg,28,45,684,35,90,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:20:37+00:00,1,16.2
capture_0527,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0527.jpg,28,45,0,-1,-1,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:49:12+00:00,1,4.2
capture_0530,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0530.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:44:11+00:00,1,16.4
capture_0533,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0533.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:00:53+00:00,1,4.3
capture_0536,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0536.jpg,28,45,0,-1,-1,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:51:33+00:00,1,4.2
capture_0539,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0539.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:25:44+00:00,1,16.1
capture_0542,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0542.jpg,28,45,706,45,38,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:08:51+00:00,1,4.3
capture_0545,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0545.jpg,28,45,706,4,35,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:55:42+00:00,1,4.3
capture_0548,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0548.jpg,28,45,0,-1,-1,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:02:42+00:00,1,4.2
capture_0551,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0551.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:06:30+00:00,1,4.3
capture_0554,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0554.jpg,28,45,684,3,0,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:37:54+00:00,1,4.3
capture_0557,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0557.jpg,28,45,668,35,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:36+00:00,1,4.3
capture_0560,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0560.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:49:34+00:00,1,4.3
capture_0563,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0563.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:30:35+00:00,1,16.0
capture_0565,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0565.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:03:34+00:00,1,4.3
capture_0568,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0568.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:55:20+00:00,1,4.3
capture_0571,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0571.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:50:35+00:00,1,4.3
capture_0574,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0574.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:03:39+00:00,1,4.3
capture_0577,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0577.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:30:19+00:00,1,16.0
capture_0580,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0580.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:57:49+00:00,1,4.2
capture_0583,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0583.jpg,28,45,662,3,90,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:45:00+00:00,1,16.4
capture_0586,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0586.jpg,28,45,668,34,95,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:32:44+00:00,1,4.3
capture_0589,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0589.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:57:05+00:00,1,4.2
capture_0592,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0592.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:32:49+00:00,1,4.3
capture_0595,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0595.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:37:02+00:00,1,4.3
capture_0598,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0598.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:00:05+00:00,1,4.3
capture_0601,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0601.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:33:24+00:00,1,4.3
capture_0604,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0604.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:03:30+00:00,1,4.3
capture_0607,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0607.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:58:50+00:00,1,4.3
capture_0610,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0610.jpg,-1,-1,0,-1,-1,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:00:48+00:00,1,4.1
capture_0613,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0613.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:03:17+00:00,1,4.3
capture_0616,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0616.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:08:38+00:00,1,4.3
capture_0619,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0619.jpg,28,45,0,-1,-1,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:02:24+00:00,1,4.2
capture_0622,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0622.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:08:55+00:00,1,4.3
capture_0625,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0625.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:05:15+00:00,1,4.3
capture_0628,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0628.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:49:52+00:00,1,4.3
capture_0631,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0631.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:59:08+00:00,1,4.3
capture_0634,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0634.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:31:23+00:00,1,16.0
capture_0637,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0637.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:05:11+00:00,1,4.3
capture_0640,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0640.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:37:28+00:00,1,4.3
capture_0643,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0643.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:53:09+00:00,1,4.3
capture_0646,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0646.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:58:33+00:00,1,4.3
capture_0649,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0649.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:43:04+00:00,1,16.4
capture_0652,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0652.jpg,28,45,662,3,90,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:52:47+00:00,1,4.3
capture_0655,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0655.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:07:54+00:00,1,4.3
capture_0658,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0658.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:10:31+00:00,1,4.3
capture_0661,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0661.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:56:52+00:00,1,4.3
capture_0663,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0663.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:37:06+00:00,1,4.3
capture_0666,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0666.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:56:09+00:00,1,4.3
capture_0669,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0669.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:09:47+00:00,1,4.3
capture_0672,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0672.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:09:26+00:00,1,4.3
capture_0675,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0675.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:23:51+00:00,1,16.0
capture_0678,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0678.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:20:53+00:00,1,16.0
capture_0681,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0681.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:55:16+00:00,1,4.3
capture_0684,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0684.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:55:12+00:00,1,4.3
capture_0687,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0687.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:06:48+00:00,1,4.3
capture_0690,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0690.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:10:40+00:00,1,4.3
capture_0693,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0693.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:56:00+00:00,1,4.3
capture_0696,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0696.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:31:56+00:00,1,4.2
capture_0699,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0699.jpg,28,45,662,3,90,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:35:26+00:00,1,4.2
capture_0702,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0702.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:34:47+00:00,1,4.3
capture_0705,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0705.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:34:34+00:00,1,4.3
capture_0708,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0708.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:32:18+00:00,1,4.3
capture_0711,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0711.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:27:37+00:00,1,16.0
capture_0714,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0714.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:57:01+00:00,1,4.3
capture_0717,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0717.jpg,-1,-1,662,3,34,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:39:29+00:00,1,16.0
capture_0720,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0720.jpg,28,45,662,3,40,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:36:09+00:00,1,4.3
capture_0723,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0723.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:00:31+00:00,1,4.2
capture_0726,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0726.jpg,28,45,662,3,92,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:11:28+00:00,1,4.3
